model_name,series,year_model,product_status,top_wood,back_sides_wood,shape,neck,pickup_eq,bracing,bridge,fingerboard,nut_saddle,tuner,strings,inlays,top_color,back_sides_color,headstock_facia,bridge_pins,neck_meets_body,num_frets,overall_length_mm,body_width_mm,body_depth_heel_mm,body_depth_base_mm,scale_mm,scale_inches,nut_width_mm,nut_width_inches,binding,purfling,armrest,body_finish,headstock_plate,neck_joint,case_bag,primary_image_url,source_url
artist-aj80ce,Artist Elite Series,,archived,Solid A+ Sitka Spruce,Maple,Jumbo,Maple,LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1048,410,102,125,648,"25 1/2""",44.45,"1 3/4""",Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2016/10/AJ80CE_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/artist-aj80ce/
ap66shb,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Parlor,Mahogany,,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,12th Fret,18,985,359,92,96,610,24,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AP66SHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ap66shb/
af60ceshb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Folk/OM,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AF60CESHB-Front-3_4-3.jpg,https://alvarezguitars.com/guitar/af60ceshb/
cy75ce,Artist Elite Series,,archived,"Solid AA Western Red Cedar, Cedar",East Indian Rosewood,Classical,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,Scalloped Fan,Rosewood Direct Coupled,Rosewood,Bone,Gotoh Gold,D'Addario EJ44,Abalone & Mother of Pearl,,,,Ebony,12th Fret,19,995,375,97,100,650,25 19/32,51,2 1/16,Ivoroid,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2023/12/CY75ce_Left_3-4-2.png,https://alvarezguitars.com/guitar/cy75ce/
artist-af30,Artist Elite Series,,archived,Solid A Sitka Spruce,African Mahogany,Folk/OM,"Mahogany, 50/50 Semi gloss finish",,"FST2 - Forward Shifted, Asymmetric Tone Bars",Techwood,Techwood,Real Bone,"Die Cast, Chrome",D'Addario EXP16,,,,,,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Black ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AF30-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-af30/
af66ceshb,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Folk/OM,Mahogany,LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AF66CESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/af66ceshb/
aga95cearshb,Artist Elite Series,,archived,Solid AA Western Red Cedar,AAA Figured Acacia,Grand Auditorium,Mahogany w/Semi-Gloss Finish,LR Baggs StagePro EQ and Element Pick Up,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1035,404,102,116,648,25 1/2,44.45,1 3/4,Flame Maple,,Flamed Maple,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/12/AGA95CEARSHB_Front-3_4.jpg,https://alvarezguitars.com/guitar/aga95cearshb/
ag66ceshb,Artist Elite Series,,archived,Solid African Mahogany,Mahogany,Grand Auditorium w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,Black ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/AG66CESHB_Front_L_3_4.jpg,https://alvarezguitars.com/guitar/ag66ceshb/
af66shb,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Folk/OM,Mahogany,,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AF66SHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/af66shb/
agfm80cear,Artist Elite Series,,archived,Solid AA Sitka Spruce,Flamed Maple,Grand Auditorium,"Maple, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Chrome Die Cast,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,PPS,14th Fret,21,1035,404,96,116,648,25 1/2,44.45,1 3/4,Ebony,,Ebony,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/AGFM80CEAR-Front-3_4.jpg,https://alvarezguitars.com/guitar/agfm80cear/
agfm80cearshb,Artist Elite Series,,archived,Solid AA Sitka Spruce,Flame Maple w/Dark Stain,Grand Auditorium,Mahogany w/Semi-Gloss Finish,LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,PPS Synthetic Bone,14th Fret,21,1035,404,96,116,648,25 1/2,44.45,1 3/4,Macassar Ebony,,Ebony,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/12/AGFM80CEARSHB_Front-3_4.jpg,https://alvarezguitars.com/guitar/agfm80cearshb/
artist-ag75ce,Artist Elite Series,,archived,Solid A+ Western Red Cedar,Black Walnut,Grand Auditorium,Mahogany,LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1035,404,96,116,648,25 1/2,44.45,1 3/4,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AG75WCE-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/artist-ag75ce/
yairi-cym75ce,Artist Elite Series,,archived,Solid AAA Western Red Cedar,Solid East Indian Rosewood,Classical,Mahogany one piece. Spanish Heel neck joint,LR Baggs VTC Element System,Hand Carved Scalloped Fan,Rosewood,Ebony,Real Bone / Tusq™,Gotoh Gold with Pearloid Buttons,D'Addario EJ44,,,,,,12th Fret,19,995,375,84,97,650,25 19/32,51,2 1/16,Brown ABS,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2019/01/CYM75CE-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-cym75ce/
yairi-cy75,Artist Elite Series,,archived,Solid AA Western Red Cedar,East Indian Rosewood,,,,Scalloped Fan,Rosewood Direct Coupled,Rosewood,Bone,Gotoh Gold,D'Addario EJ44,Abalone & Mother of Pearl,,,,Ebony,12th Fret,19,995,375,97,100,650,25 19/32,51,2 1/16,Ivoroid,,,Natural/Gloss,Rosewood,Spanish Heel,,https://alvarezguitars.com/wp-content/uploads/2014/01/CY75-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-cy75/
aga99cearshb,Artist Elite Series,,archived,Solid AAA Figured Acacia,AAA Figured Acacia,Grand Auditorium,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Pau Ferro / Indian Laurel,Pau Ferro / Indian Laurel,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone and Mother of Pear,,,,,14th Fret,21,1035,404,102,116,648,25,44,1 3/4,Flame Maple,,Flamed Maple,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/AGA99CEARSHB-Front-3_4.jpg,https://alvarezguitars.com/guitar/aga99cearshb/
age95ceshb,Artist Elite Series,,archived,Solid AA Western Red Cedar,Macassar Ebony,Grand Auditorium,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1035,404,96,116,648,25  1/2,44.45,1 3/4,Ebony,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/AGE95CESHB-Front-3_4.jpg,https://alvarezguitars.com/guitar/age95ceshb/
ag70cear,Artist Elite Series,,archived,Solid A+ Sitka Spruce,Black Walnut,Grand Auditorium,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,21,1035,404,96,116,648,25 1/2,44.45,1 3/4,Rosewood,,Flamed Maple,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/AG70WCEAR_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/ag70cear/
ap66eshb,Artist Elite Series,,archived,Solid African Mahogany,African Mahogany,Parlor,Mahogany,LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,,,,,,12th Fret,18,985,359,92,96,610,24,44.45,1 3/4,Ivory ABS,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AP66ESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/ap66eshb/
artist-af30ce,Artist Elite Series,,archived,Solid A Sitka Spruce,African Mahogany,Folk/OM,"Mahogany, 50/50 Semi gloss finish",SYS250 EQ with Backlit Tuner,FST2,Techwood,Techwood,Real Bone,"Die Cast, Chrome",D'Addario EXP16,,,,,,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Black ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/AF30CE-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/artist-af30ce/
afa95ceshb,Artist Elite Series,,archived,Solid AA Western Red Cedar,AAA Figured Acacia,Folk/OM,"Mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Chrome Die Cast,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,PPS,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Flame Maple,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2019/01/AFA95CESHB-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/afa95ceshb/
aj80ce-12,Artist Elite Series,,archived,Solid A+ Sitka Spruce,Maple,Jumbo,Maple,LR Baggs StagePro EQ and Element Pick Up,"FST2 - Forward Shifted, Asymmetric Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP38,Abalone & Mother of Pearl,,,,,14th Fret,21,1048,410,102,125,648,25 1/2,48,1 7/8,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2016/01/AJ8012CE-Front-3_4-1.jpg,https://alvarezguitars.com/guitar/aj80ce-12/
delta-delite,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Arched Mahogany,Blues,"Mahogany, 50/50 Semi gloss finish",,FS6 Tapered Tone Bars,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone,,,,PPS,14th Fret,20,950,324,80,98,600,23 5/16,44.45,1 3/4,Ivory ABS,,,Shadowburst/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/Delta_DeLite_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/delta-delite/
delta-delite-e,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Blues,"Mahogany, 50/50 Semi gloss finish",SYS100,FS6 Tapered Tone Bars,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast,D'Addario EXP16,Abalone,,,,PPS,14th Fret,20,950,324,80,98,600,23 5/16,44.45,1 3/4,Ivory ABS,,,Shadowburst/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/Delta_DeLite_E_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/delta-delite-e/
delta00etsb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Blues,Mahogany,LR Baggs VTC Element System,FS6 Tapered Tone Bars,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Open Gear Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,20,1012,374,82,102,630,24 13/16,44.45,1 3/4,Ivory ABS,,,Tobacco Sunburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2016/01/Delta00ETSB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/delta00etsb/
dy1ts,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,"Dreadnought, Classical","One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Real Bone,Gotoh Gold,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1010,386,100,117,635,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/DY1TS-Left-3-4.jpg,https://alvarezguitars.com/guitar/dy1ts/
dy65ce,Artist Elite Series,,archived,Solid AA Western Red Cedar,African Mahogany,Dreadnought w/ Cutaway,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Ebony,Rosewood with 12th Abalone Fret Inlay,Real Bone,Gotoh Gold,D’Addario EXP,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,"25 1/2""",44,"1 23/32""",Ivoroid,,,Natural/Satin,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/DY65CE_Front_3_4.png,https://alvarezguitars.com/guitar/dy65ce/
delta00tsb,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Blues,Mahogany,,FS6 Tapered Tone Bars,Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Open Gear Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,,14th Fret,20,1012,374,82,102,630,24 13/16,44.45,1 3/4,Ivory ABS,,,Tobacco Sunburst/Gloss,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2016/01/Delta00TSB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/delta00tsb/
yairi-dy70ce,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/DY70CE-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-dy70ce/
yairi-dym60hd,Artist Elite Series,,archived,Solid AAAA Adirondack Spruce,Solid Vintage Honduran Mahogany,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish",,Hand Carved FTS2,Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Ebony/12th Fret Inlay,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Ebony,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2018/01/DYM60HD-Left-3-4-1.jpg,https://alvarezguitars.com/guitar/yairi-dym60hd/
dy70ceshb,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DY70CESHB-Left-3-4.jpg,https://alvarezguitars.com/guitar/dy70ceshb/
dy70ce12shb,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP38,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,48,1 7/8,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DY70CE-12SHB-Left-3-4.jpg,https://alvarezguitars.com/guitar/dy70ce12shb/
dym70bd,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,Hand Carved FTS6,Ebony Direct Coupled,Ebony / 12th Fret Inlay,"Real Bone / Tusq™, Real Bone",Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Coffeeburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DYM70BD-Front-Left-3_4.jpg,https://alvarezguitars.com/guitar/dym70bd/
dy70ce,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Bone,Gotoh,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/DY70ce_Left_3-4-2.png,https://alvarezguitars.com/guitar/dy70ce/
yairi-dym70,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,"Hand Carved FST6, Hand Carved FTS2",Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DYM70-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-dym70/
dy70ce12,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP38,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,48,1 7/8,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DY70CE-12_Front-Left-3_4.jpg,https://alvarezguitars.com/guitar/dy70ce12/
dym70ce,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs VTC Element System,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DYM70CE-Left-3-4.jpg,https://alvarezguitars.com/guitar/dym70ce/
dymr70sb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,Hand Carved FTS2,Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,12th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/DYMR70SB-Left-3-4.jpg,https://alvarezguitars.com/guitar/dymr70sb/
lj2e,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Arched Mahogany,Travel,"Mahogany, 50/50 Semi gloss finish",SYS250 EQ with Backlit Tuner,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,"Die Cast, Chrome",D'Addario EXP16,,,,,,14th Fret,20,941,362,90,104,600,23 5/8,44.45,1 3/4,Ivory ABS,,,Natural/Satin,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/LJ2E_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/lj2e/
yairi-fy70ce,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1017,386,85,107,635,25,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/FY70CE-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-fy70ce/
yairi-fym70,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1017,386,85,107,635,25,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2017/01/FYM70-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-fym70/
fy70ce-shadowburst,Artist Elite Series,2024,archived,Solid AA Sitka Spruce,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1017,386,89,111,635,25,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/FY70ce_Shadowburst_Left_3-4-1.png,https://alvarezguitars.com/guitar/fy70ce-shadowburst/
md70ebg,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,Satin Finish Mahogany Neck w/Dovetail,LR Baggs VTC Element System,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel,Indian Laurel,Real Bone,Vintage Style Open Gear,D'Addario EXP16,Herringbone & Mother of Pearl,,,,,14th Fret,21,1042,395,100,125,648,25.5,44.45,1 3/4,,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/MD70BG_Left_3_4-1-1.jpg,https://alvarezguitars.com/guitar/md70ebg/
